2021-01-01 20:15:13,613 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:17:24,240 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:17:27,396 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:17:27,396 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:17:40,899 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:18:50,771 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:18:53,966 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:18:53,966 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:19:00,427 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:21:02,367 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:21:05,503 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:21:05,504 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:21:15,617 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:24:35,083 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:24:36,679 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:24:36,680 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:24:47,739 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:24:51,905 [main] INFO  Driver.App - updated location
2021-01-01 20:24:51,906 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:28:25,719 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:28:28,379 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:28:28,379 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:28:49,032 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:28:53,392 [main] INFO  Driver.App - updated location29.5336674,-98.6773674, Texas Hamburger Company, 9010 Huebner Rd, San Antonio, TX 78240, 1234567891, 
2021-01-01 20:28:53,393 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:29:09,312 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:29:09,313 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:31:54,879 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:31:57,007 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:31:57,007 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:32:01,469 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:32:05,358 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:32:25,133 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:32:30,305 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:32:30,306 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:32:33,653 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:32:33,654 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:32:40,654 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:32:48,806 [main] INFO  Driver.App - updated location12.345, 1658.23, 16 Goethe street, New York, 13905, 12345678, 
2021-01-01 20:32:48,806 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:32:59,126 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:32:59,127 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:33:11,895 [main] INFO  Driver.App - ______________________DELETE LOCATION_______________________ 


2021-01-01 20:33:11,895 [main] INFO  Driver.App - Enter the contact number of the location you want to delete
2021-01-01 20:33:18,471 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:33:23,023 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:33:23,023 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:34:19,280 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:34:19,281 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:37:27,017 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:37:39,622 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:37:39,833 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:39:03,474 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:39:10,227 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:39:29,489 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:39:36,320 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:39:36,321 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:39:42,299 [main] INFO  Driver.App - ______________________UPDATE LOCATION_______________________ 


2021-01-01 20:39:42,300 [main] INFO  Driver.App - Enter the contact number of the location you want to update
2021-01-01 20:39:50,572 [main] INFO  Driver.App - enter the updated phone number
2021-01-01 20:39:56,575 [main] INFO  Driver.App - updated location12.345, 34.125, abc, new york, 13905, 12789456, 
2021-01-01 20:39:56,575 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:40:03,039 [main] INFO  Driver.App - ______________________DELETE LOCATION_______________________ 


2021-01-01 20:40:03,040 [main] INFO  Driver.App - Enter the contact number of the location you want to delete
2021-01-01 20:40:18,089 [main] INFO  Driver.App - Deleted location
2021-01-01 20:40:18,091 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:40:23,728 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:40:23,728 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:43:29,859 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:43:34,908 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:43:34,909 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:43:38,936 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:43:42,889 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:44:10,200 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:44:18,866 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:44:18,867 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:45:40,916 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:45:42,922 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:45:42,923 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:45:46,353 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:45:50,010 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:46:04,290 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:46:08,688 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:46:08,689 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:46:13,761 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:46:13,761 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:47:26,533 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:47:28,410 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:47:28,410 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:47:32,250 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:47:34,009 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:47:44,937 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:47:48,817 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:47:48,818 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:47:51,721 [main] INFO  Driver.App - ______________________DISPLAYING LOCATION_______________________ 


2021-01-01 20:47:51,721 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:48:46,886 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
2021-01-01 20:48:49,123 [main] INFO  Driver.App - ______________________CREATE NEW LOCATION_______________________ 


2021-01-01 20:48:49,123 [main] INFO  Driver.App - Please enter the new location's longitude
2021-01-01 20:48:52,308 [main] INFO  Driver.App - Please enter the new location's latitude
2021-01-01 20:48:53,850 [main] INFO  Driver.App - Please Enter the new address 

2021-01-01 20:48:57,009 [main] INFO  Driver.App - Enter the new location phone number
2021-01-01 20:48:59,346 [main] INFO  Driver.App - New location has been created 

2021-01-01 20:48:59,346 [main] INFO  Driver.App - Do you wish to 1. create a new location 2. update a location 3. delete a location 4. Show all locations 5. Exit
